passportArea/name,passportArea/id,passportArea/alpha3code,passportArea/alpha2code,weight,firstName,middleName,lastName,currentTeamId,birthDate,height,role/code2,role/code3,role/name,birthArea/name,birthArea/id,birthArea/alpha3code,birthArea/alpha2code,wyId,foot,shortName,currentNationalTeamId
Japan,392,JPN,JP,76,Keisuke,,Honda,8311,13/06/1986,182,MD,MID,Midfielder,Japan,392,JPN,JP,101592,left,K. Honda,12913
Turkey,792,TUR,TR,82,Mehmet,,Topal,4487,03/03/1986,187,MD,MID,Midfielder,Turkey,792,TUR,TR,3289,right,M. Topal,null
Spain,724,ESP,ES,78,Aritz,,Aduriz Zubeldia,678,11/02/1981,182,FW,FWD,Forward,Spain,724,ESP,ES,3290,right,Aduriz,null
Spain,724,ESP,ES,71,Francisco,,Alc\u00e1cer Garc\u00eda,676,30/08/1993,175,FW,FWD,Forward,Spain,724,ESP,ES,3291,right,Paco Alc\u00e1cer,null
Italy,380,ITA,IT,63,Pablo Daniel,,Piatti,691,31/03/1989,163,FW,FWD,Forward,Argentina,32,ARG,AR,3293,left,P. Piatti,null
Spain,724,ESP,ES,88,Antonio,,Ad\u00e1n Garrido,684,13/05/1987,191,GK,GKP,Goalkeeper,Spain,724,ESP,ES,3296,left,Ad\u00e1n,null
Spain,724,ESP,ES,81,Fernando,,Pacheco Flores,696,18/05/1992,186,GK,GKP,Goalkeeper,Spain,724,ESP,ES,3299,left,Fernando Pacheco,null
Brazil,76,BRA,BR,74,Dalbert Henrique,,Chagas Estev\u00e3o,3161,08/09/1993,181,DF,DEF,Defender,Brazil,76,BRA,BR,298212,left,Dalbert,null
Nigeria,566,NGA,NG,66,Ahmed,,Musa,16470,14/10/1992,171,FW,FWD,Forward,Nigeria,566,NGA,NG,101606,right,A. Musa,16823
Spain,724,ESP,ES,76,Jos\u00e9 Ignacio,,Fern\u00e1ndez Iglesias,675,18/01/1990,180,DF,DEF,Defender,Spain,724,ESP,ES,3304,right,Nacho,1598
Spain,724,ESP,ES,82,Sergio,,Ramos Garc\u00eda,675,30/03/1986,184,DF,DEF,Defender,Spain,724,ESP,ES,3306,right,Sergio Ramos,1598
Portugal,620,PRT,PT,78,Ricardo Alberto,,Silveira de Carvalho,,18/05/1978,183,DF,DEF,Defender,Portugal,620,PRT,PT,3307,right,Ricardo Carvalho,null
Portugal,620,PRT,PT,78,Pedro Filipe,,Teod\u00f3sio Mendes,3787,01/10/1990,186,DF,DEF,Defender,Switzerland,756,CHE,CH,3308,right,Pedro Mendes,null
Martinique,474,MTQ,MQ,81,Rapha\u00ebl,,Varane,675,25/04/1993,191,DF,DEF,Defender,France,250,FRA,FR,3309,right,R. Varane,4418
Spain,724,ESP,ES,80,Marcelo,,Vieira da Silva J\u00fanior,675,12/05/1988,174,DF,DEF,Defender,Brazil,76,BRA,BR,3310,left,Marcelo,6380
Germany,276,DEU,DE,97,Niklas,,S\u00fcle,2444,03/09/1995,195,DF,DEF,Defender,Germany,276,DEU,DE,134383,right,N. S\u00fcle,3148
Spain,724,ESP,ES,73,Jos\u00e9 Mar\u00eda,,Callej\u00f3n Bueno,3187,11/02/1987,178,FW,FWD,Forward,Spain,724,ESP,ES,3313,right,Jos\u00e9 Callej\u00f3n,null
Mali,466,MLI,ML,67,Lassana,,Diarra,3767,10/03/1985,173,MD,MID,Midfielder,France,250,FRA,FR,3315,right,L. Diarra,null
Spain,724,ESP,ES,78,Esteban F\u00e9lix,,Granero Molina,691,02/07/1987,180,MD,MID,Midfielder,Spain,724,ESP,ES,3317,right,Granero,null
Tunisia,788,TUN,TN,85,Sami,,Khedira,3159,04/04/1987,189,MD,MID,Midfielder,Germany,276,DEU,DE,3318,right,S. Khedira,3148
Germany,276,DEU,DE,76,Mesut,,\u00d6zil,1609,15/10/1988,180,MD,MID,Midfielder,Germany,276,DEU,DE,3319,left,M. \u00d6zil,3148
Turkey,792,TUR,TR,73,Nuri,,\u015eahin,2447,05/09/1988,180,MD,MID,Midfielder,Germany,276,DEU,DE,3320,left,N. \u015eahin,null
Algeria,12,DZA,DZ,81,Karim,,Benzema,675,19/12/1987,185,FW,FWD,Forward,France,250,FRA,FR,3321,right,K. Benzema,null
Portugal,620,PRT,PT,83,Cristiano Ronaldo,,dos Santos Aveiro,3159,05/02/1985,187,FW,FWD,Forward,Portugal,620,PRT,PT,3322,right,Cristiano Ronaldo,9905
Argentina,32,ARG,AR,82,Gonzalo Gerardo,,Higua\u00edn,3157,10/12/1987,184,FW,FWD,Forward,France,250,FRA,FR,3323,right,G. Higua\u00edn,12274
Spain,724,ESP,ES,69,Juan Francisco,,Moreno Fuertes,677,11/09/1988,180,DF,DEF,Defender,Spain,724,ESP,ES,3325,right,Juanfran,null
Spain,724,ESP,ES,85,Oier,,Olaz\u00e1bal Paredes,695,14/09/1989,189,GK,GKP,Goalkeeper,Spain,724,ESP,ES,3330,left,Oier,null
Spain,724,ESP,ES,84,Felipe Salvador,,Caicedo Corozo,3162,05/09/1988,183,FW,FWD,Forward,Ecuador,218,ECU,EC,101635,left,F. Caicedo,null
Spain,724,ESP,ES,70,Daniel,,Alves da Silva,3767,06/05/1983,172,DF,DEF,Defender,Brazil,76,BRA,BR,3334,right,Dani Alves,null
Spain,724,ESP,ES,73,Marc,,Bartra Aregall,684,15/01/1991,184,DF,DEF,Defender,Spain,724,ESP,ES,3335,right,Bartra,null
Spain,724,ESP,ES,89,Andreu,,Font\u00e0s Prat,692,14/11/1989,186,DF,DEF,Defender,Spain,724,ESP,ES,3337,left,Font\u00e0s,null
Spain,724,ESP,ES,77,Sergi,,G\u00f3mez Sol\u00e0,692,28/07/1992,185,DF,DEF,Defender,Spain,724,ESP,ES,3338,right,Sergi G\u00f3mez,null
Spain,724,ESP,ES,73,Mart\u00edn,,Montoya Torralbo,674,14/04/1991,175,DF,DEF,Defender,Spain,724,ESP,ES,3339,right,Montoya,null
Spain,724,ESP,ES,72,Marc,,Muniesa Mart\u00ednez,756,27/03/1992,179,DF,DEF,Defender,Spain,724,ESP,ES,3340,left,Muniesa,null
Italy,380,ITA,IT,80,Alessio,,Cragno,3173,28/06/1994,183,GK,GKP,Goalkeeper,Italy,380,ITA,IT,134413,right,A. Cragno,null
Spain,724,ESP,ES,71,Rafael,,Alc\u00e2ntara do Nascimento,3161,12/02/1993,174,MD,MID,Midfielder,Brazil,76,BRA,BR,3344,left,Rafinha,null
Brazil,76,BRA,BR,70,Thiago,,Alc\u00e2ntara do Nascimento,2444,11/04/1991,174,MD,MID,Midfielder,Spain,724,ESP,ES,3345,right,Thiago Alc\u00e2ntara,1598
Spain,724,ESP,ES,76,Sergio,,Busquets i Burgos,676,16/07/1988,189,MD,MID,Midfielder,Spain,724,ESP,ES,3346,right,Sergio Busquets,1598
Spain,724,ESP,ES,68,Sergi,,Roberto Carnicer,676,07/02/1992,178,DF,DEF,Defender,Spain,724,ESP,ES,3347,right,Sergi Roberto,null
Italy,380,ITA,IT,68,Filippo,,Costa,3204,21/05/1995,176,DF,DEF,Defender,Italy,380,ITA,IT,134420,left,F. Costa,null
Spain,724,ESP,ES,68,Jonathan,,dos Santos Ram\u00edrez,7847,26/04/1990,172,MD,MID,Midfielder,Mexico,484,MEX,MX,3349,right,J. dos Santos,15473
Spain,724,ESP,ES,68,Andr\u00e9s,,Iniesta Luj\u00e1n,12804,11/05/1984,171,MD,MID,Midfielder,Spain,724,ESP,ES,3353,right,Iniesta,1598
Italy,380,ITA,IT,78,Daniele,,Rugani,3159,29/07/1994,188,DF,DEF,Defender,Italy,380,ITA,IT,134427,right,D. Rugani,3757
Italy,380,ITA,IT,72,Leonardo,,Capezzi,3164,28/03/1995,178,MD,MID,Midfielder,Italy,380,ITA,IT,134429,right,L. Capezzi,null
Spain,724,ESP,ES,72,Cristian,,Tello Herrera,684,11/08/1991,178,FW,FWD,Forward,Spain,724,ESP,ES,3358,right,Cristian Tello,null
Spain,724,ESP,ES,72,Lionel Andr\u00e9s,,Messi Cuccittini,676,24/06/1987,170,FW,FWD,Forward,Argentina,32,ARG,AR,3359,left,L. Messi,12274
Italy,380,ITA,IT,75,Alberto,,Grassi,3204,07/03/1995,184,MD,MID,Midfielder,Italy,380,ITA,IT,134435,right,A. Grassi,null
Russia,643,RUS,RU,91,Artem,,Dzyuba,13885,22/08/1988,196,FW,FWD,Forward,Russia,643,RUS,RU,101669,right,A. Dzyuba,14358
Spain,724,ESP,ES,67,Jos\u00e9 Andr\u00e9s,,Guardado Hern\u00e1ndez,684,28/09/1986,169,MD,MID,Midfielder,Mexico,484,MEX,MX,3384,left,A. Guardado,15473
Russia,643,RUS,RU,75,Alexandr,,Samedov,13888,19/07/1984,177,MD,MID,Midfielder,Russia,643,RUS,RU,101699,right,A. Samedov,14358
Spain,724,ESP,ES,84,Kepa,,Arrizabalaga Revuelta,1610,03/10/1994,189,GK,GKP,Goalkeeper,Spain,724,ESP,ES,3397,right,Arrizabalaga,1598
Spain,724,ESP,ES,88,Ra\u00fal,,Fern\u00e1ndez-Cavada Mateos,695,13/03/1988,196,GK,GKP,Goalkeeper,Spain,724,ESP,ES,3398,right,Ra\u00fal Fern\u00e1ndez,null
Spain,724,ESP,ES,89,Gorka,,Iraizoz Moreno,756,06/03/1981,191,GK,GKP,Goalkeeper,Spain,724,ESP,ES,3399,right,Iraizoz,null
Italy,380,ITA,IT,80,Riccardo,,Piscitelli,,10/10/1993,185,GK,GKP,Goalkeeper,Italy,380,ITA,IT,134475,right,R. Piscitelli,null
Angola,24,AGO,AO,68,Jon\u00e1s ,,Ramalho Chimeno,756,10/06/1993,181,DF,DEF,Defender,Spain,724,ESP,ES,3407,right,Ramalho,null
Spain,724,ESP,ES,73,Enric,,Saborit Teixidor,678,27/04/1992,187,DF,DEF,Defender,Spain,724,ESP,ES,3408,left,Saborit,null
Spain,724,ESP,ES,79,Mikel,,San Jos\u00e9 Dom\u00ednguez,678,30/05/1989,187,MD,MID,Midfielder,Spain,724,ESP,ES,3409,right,San Jos\u00e9,null
Spain,724,ESP,ES,77,Ander,,Iturraspe Derteano,678,08/03/1989,187,MD,MID,Midfielder,Spain,724,ESP,ES,3414,right,Iturraspe,null
Spain,724,ESP,ES,81,Javier,,Mart\u00ednez Aginaga,2444,02/09/1988,190,MD,MID,Midfielder,Spain,724,ESP,ES,3416,right,Javi Mart\u00ednez,null
Spain,724,ESP,ES,66,Markel,,Susaeta Laskurain,678,14/12/1987,179,MD,MID,Midfielder,Spain,724,ESP,ES,3420,right,Susaeta,null
Spain,724,ESP,ES,78,\u00d3scar,,de Marcos Arana,678,14/04/1989,182,DF,DEF,Defender,Spain,724,ESP,ES,3421,right,De Marcos,null
Spain,724,ESP,ES,72,Ibai,,G\u00f3mez P\u00e9rez,696,11/11/1989,177,MD,MID,Midfielder,Spain,724,ESP,ES,3423,right,Ibai G\u00f3mez,null
Spain,724,ESP,ES,63,Iker,,Muniain Go\u00f1i,678,19/12/1992,169,FW,FWD,Forward,Spain,724,ESP,ES,3425,right,Muniain,null
Spain,724,ESP,ES,87,Sergio ,,Asenjo Andr\u00e9s,682,28/06/1989,189,GK,GKP,Goalkeeper,Spain,724,ESP,ES,3428,right,Sergio Asenjo,null
France,250,FRA,FR,81,Cl\u00e9ment,,Lenglet,680,17/06/1995,186,DF,DEF,Defender,France,250,FRA,FR,134503,left,C. Lenglet,null
Spain,724,ESP,ES,79,Diego Roberto,,God\u00edn Leal,679,16/02/1986,187,DF,DEF,Defender,Uruguay,858,URY,UY,3433,right,D. God\u00edn,15670
Italy,380,ITA,IT,73,Filipe Luis,,Kasmirski,679,09/08/1985,182,DF,DEF,Defender,Brazil,76,BRA,BR,3434,left,Filipe Luis,6380
Mali,466,MLI,ML,77,Seko,,Fofana,3163,07/05/1995,183,MD,MID,Midfielder,France,250,FRA,FR,134508,right,S. Fofana,null
Italy,380,ITA,IT,76,Cristian Daniel,,Ansaldi,3185,20/09/1986,181,DF,DEF,Defender,Argentina,32,ARG,AR,101742,left,C. Ansaldi,12274
Spain,724,ESP,ES,73,Jorge,,Resurrecci\u00f3n Merodio,679,08/01/1992,177,MD,MID,Midfielder,Spain,724,ESP,ES,3443,right,Koke,1598
Argentina,32,ARG,AR,77,Eduardo Antonio,,Salvio,9607,13/07/1990,173,MD,MID,Midfielder,Argentina,32,ARG,AR,3445,right,E. Salvio,12274
Spain,724,ESP,ES,71,Juan Francisco,,Torres Bel\u00e9n,679,09/01/1985,180,DF,DEF,Defender,Spain,724,ESP,ES,3447,right,Juanfran,null
Turkey,792,TUR,TR,76,Arda,,Turan,4535,30/01/1987,175,MD,MID,Midfielder,Turkey,792,TUR,TR,3448,right,A. Turan,null
Colombia,170,COL,CO,72,Radamel Falcao,,Garc\u00eda Z\u00e1rate,19830,10/02/1986,177,FW,FWD,Forward,Colombia,170,COL,CO,3450,right,R. Falcao,12430
Spain,724,ESP,ES,73,Adri\u00e1n,,L\u00f3pez \u00c1lvarez,677,08/01/1988,183,FW,FWD,Forward,Spain,724,ESP,ES,3451,right,Adri\u00e1n L\u00f3pez,null
Spain,724,ESP,ES,88,Sergio,,Rico Gonz\u00e1lez,680,01/09/1993,194,GK,GKP,Goalkeeper,Spain,724,ESP,ES,3458,right,Sergio Rico,null
Spain,724,ESP,ES,74,Jorge,,And\u00fajar Moreno,695,26/04/1987,177,DF,DEF,Defender,Spain,724,ESP,ES,3460,right,Coke,null
Italy,380,ITA,IT,85,Federico Juli\u00e1n,,Fazio,3158,17/03/1987,195,DF,DEF,Defender,Argentina,32,ARG,AR,3463,right,F. Fazio,12274
Spain,724,ESP,ES,68,Antonio Manuel,,Luna Rodr\u00edguez,695,17/03/1991,178,DF,DEF,Defender,Spain,724,ESP,ES,3464,left,Luna,null
Spain,724,ESP,ES,68,Fernando,,Navarro i Corbacho,,25/06/1982,177,DF,DEF,Defender,Spain,724,ESP,ES,3465,left,Fernando Navarro,null
Spain,724,ESP,ES,75,Alexis,,Ruano Delgado,696,04/08/1985,183,DF,DEF,Defender,Spain,724,ESP,ES,3466,right,Alexis,null
Poland,616,POL,PL,74,Layvin,,Kurzawa,3767,04/09/1992,182,DF,DEF,Defender,France,250,FRA,FR,134540,left,L. Kurzawa,null
Spain,724,ESP,ES,70,Jos\u00e9 \u00c1ngel,,G\u00f3mez Campa\u00f1a,695,31/05/1993,179,MD,MID,Midfielder,Spain,724,ESP,ES,3470,right,Campa\u00f1a,null
Spain,724,ESP,ES,60,Jes\u00fas,,Navas Gonz\u00e1lez,680,21/11/1985,172,MD,MID,Midfielder,Spain,724,ESP,ES,3474,right,Jes\u00fas Navas,null
Spain,724,ESP,ES,70,Diego,,Perotti,3158,26/07/1988,179,FW,FWD,Forward,Argentina,32,ARG,AR,3475,right,D. Perotti,null
Croatia,191,HRV,HR,78,Ivan,,Rakiti\u0107,676,10/03/1988,184,MD,MID,Midfielder,Switzerland,756,CHE,CH,3476,right,I. Rakiti\u0107,9598
Spain,724,ESP,ES,72,Luis Alberto,,Romero Alconchel,3162,28/09/1992,182,MD,MID,Midfielder,Spain,724,ESP,ES,3484,right,Luis Alberto,null
Turkey,792,TUR,TR,77,Ahmet Yilmaz,,\u00c7al\u0131k,4492,26/02/1994,184,DF,DEF,Defender,Turkey,792,TUR,TR,134557,right,A. \u00c7al\u0131k,null
Spain,724,ESP,ES,82,Andr\u00e9s Eduardo,,Fern\u00e1ndez Moreno,682,17/12/1986,185,GK,GKP,Goalkeeper,Spain,724,ESP,ES,3486,right,Andr\u00e9s Fern\u00e1ndez,null
Spain,724,ESP,ES,76,Asier,,Riesgo Unamuno,701,06/10/1983,185,GK,GKP,Goalkeeper,Spain,724,ESP,ES,3488,right,Asier Riesgo,null
C\u00f4te d'Ivoire,384,CIV,CI,87,Lacina,,Traor\u00e9,,20/08/1990,203,FW,FWD,Forward,C\u00f4te d'Ivoire,384,CIV,CI,101795,right,L. Traor\u00e9,null
Costa Rica,188,CRI,CR,70,Marcos Danilo,,Ure\u00f1a Porras,62148,05/03/1990,179,FW,FWD,Forward,Costa Rica,188,CRI,CR,101796,right,M. Ure\u00f1a,16871
Spain,724,ESP,ES,78,Sergio,,Postigo Redondo,695,04/11/1988,185,DF,DEF,Defender,Spain,724,ESP,ES,3496,right,Sergio Postigo,null
Spain,724,ESP,ES,83,Ra\u00fal,,Garc\u00eda Escudero,678,11/07/1986,184,MD,MID,Midfielder,Spain,724,ESP,ES,3503,right,Ra\u00fal Garc\u00eda,null
Iran,364,IRN,IR,73,Masoud,,Shojaei Soleimani,10788,09/06/1984,184,MD,MID,Midfielder,Iran,364,IRN,IR,3509,right,M. Shojaei,10840
Spain,724,ESP,ES,80,David,,Timor Copov\u00ed,756,17/10/1989,186,MD,MID,Midfielder,Spain,724,ESP,ES,3510,left,Timor,null
Spain,724,ESP,ES,78,Enrique,,Sola Clemente,,25/02/1986,184,FW,FWD,Forward,Spain,724,ESP,ES,3517,right,Kike Sola,null
Spain,724,ESP,ES,89,Diego,,L\u00f3pez Rodr\u00edguez,691,03/11/1981,196,GK,GKP,Goalkeeper,Spain,724,ESP,ES,3519,right,Diego L\u00f3pez,null
Russia,643,RUS,RU,70,Igor,,Smolnikov,13885,08/08/1988,178,DF,DEF,Defender,Russia,643,RUS,RU,101825,right,I. Smolnikov,14358
Italy,380,ITA,IT,75,Mateo Pablo,,Musacchio,3157,26/08/1990,182,DF,DEF,Defender,Argentina,32,ARG,AR,3526,right,M. Musacchio,null
France,250,FRA,FR,64,Bernardo,,Mota Veiga de Carvalho e Silva,1625,10/08/1994,173,MD,MID,Midfielder,Portugal,620,PRT,PT,265673,left,Bernardo Silva,9905
Colombia,170,COL,CO,82,Cristian Eduardo,,Zapata Valencia,3157,30/09/1986,187,DF,DEF,Defender,Colombia,170,COL,CO,3531,right,C. Zapata,12430
Spain,724,ESP,ES,62,Jaume Vicent,,Costa Jord\u00e1,682,18/03/1988,171,DF,DEF,Defender,Spain,724,ESP,ES,3534,left,Jaume Costa,null
Netherlands,528,NLD,NL,75,Jonathan ,,de Guzm\u00e1n,2462,13/09/1987,173,MD,MID,Midfielder,Canada,124,CAN,CA,3535,right,J. de Guzm\u00e1n,null
Ghana,288,GHA,GH,72,Mubarak,,Wakaso,696,25/07/1990,171,MD,MID,Midfielder,Ghana,288,GHA,GH,3538,left,M. Wakaso,17522
Spain,724,ESP,ES,71,Hern\u00e1n Arsenio,,P\u00e9rez Gonz\u00e1lez,696,25/02/1989,180,MD,MID,Midfielder,Paraguay,600,PRY,PY,3539,right,H. P\u00e9rez,null
Spain,724,ESP,ES,73,Bruno ,,Soriano Llido,682,12/06/1984,184,MD,MID,Midfielder,Spain,724,ESP,ES,3541,left,Bruno,null
Spain,724,ESP,ES,71,Manuel,,Trigueros Mu\u00f1oz,682,17/10/1991,178,MD,MID,Midfielder,Spain,724,ESP,ES,3542,right,Trigueros,null
Morocco,504,MAR,MA,67,Mehdi,,Carcela-Gonz\u00e1lez,5083,01/07/1989,176,MD,MID,Midfielder,Belgium,56,BEL,BE,101847,left,M. Carcela-Gonz\u00e1lez,16216
Italy,380,ITA,IT,72,Giuseppe,,Rossi,,01/02/1987,173,FW,FWD,Forward,United States,840,USA,US,3548,left,G. Rossi,null
Spain,724,ESP,ES,80,Wilfredo Daniel,,Caballero,1610,28/09/1981,186,GK,GKP,Goalkeeper,Argentina,32,ARG,AR,3551,right,W. Caballero,12274
Spain,724,ESP,ES,79,Rub\u00e9n Iv\u00e1n,,Mart\u00ednez Andrade,677,22/06/1984,188,GK,GKP,Goalkeeper,Spain,724,ESP,ES,3554,right,Rub\u00e9n,null
Uruguay,858,URY,UY,76,Federico Santiago,,Valverde Dipetta,677,22/07/1998,181,MD,MID,Midfielder,Uruguay,858,URY,UY,364005,right,F. Valverde,null
Spain,724,ESP,ES,0,\u00cdan,,Pino Soler,683,23/01/1996,0,DF,DEF,Defender,Spain,724,ESP,ES,462312,right,\u00cdan Pino,null
Spain,724,ESP,ES,78,Sergio,,S\u00e1nchez Ortega,691,03/04/1986,185,DF,DEF,Defender,Spain,724,ESP,ES,3562,right,Sergio S\u00e1nchez,null
Spain,724,ESP,ES,79,Francisco Rom\u00e1n,,Alarc\u00f3n Su\u00e1rez,675,21/04/1992,176,MD,MID,Midfielder,Spain,724,ESP,ES,3563,right,Isco,1598
Spain,724,ESP,ES,77,Ignacio,,Camacho Barnola,2451,07/03/1990,183,MD,MID,Midfielder,Spain,724,ESP,ES,3566,right,Camacho,null
Spain,724,ESP,ES,79,Jos\u00e9 Luis,,Garc\u00eda del Pozo,683,11/01/1991,182,MD,MID,Midfielder,Spain,724,ESP,ES,3568,right,Recio,null
Cape Verde Islands,132,CPV,CV,82,Eliseu,,Pereira dos Santos,,01/10/1983,176,DF,DEF,Defender,Portugal,620,PRT,PT,3570,left,Eliseu,null
Spain,724,ESP,ES,75,Joaqu\u00edn,,S\u00e1nchez Rodr\u00edguez,684,21/07/1981,179,MD,MID,Midfielder,Spain,724,ESP,ES,3571,right,Joaqu\u00edn,null
Spain,724,ESP,ES,60,Francisco,,Portillo Soler,698,13/06/1990,169,MD,MID,Midfielder,Spain,724,ESP,ES,3572,right,Portillo,null
France,250,FRA,FR,86,J\u00e9r\u00e9my,,Toulalan,,10/09/1983,183,MD,MID,Midfielder,France,250,FRA,FR,3573,right,J. Toulalan,null
Spain,724,ESP,ES,69,Juan Miguel,,Jim\u00e9nez L\u00f3pez,687,20/05/1993,172,FW,FWD,Forward,Spain,724,ESP,ES,3576,right,Juanmi,null
Spain,724,ESP,ES,76,Be\u00f1at,,Etxebarria Urkiaga,678,19/02/1987,177,MD,MID,Midfielder,Spain,724,ESP,ES,3595,right,Be\u00f1at,null
Spain,724,ESP,ES,72,Rub\u00e9n,,Castro Mart\u00edn,684,27/06/1981,174,FW,FWD,Forward,Spain,724,ESP,ES,3604,right,Rub\u00e9n Castro,null
Spain,724,ESP,ES,72,Jorge,,Molina Vidal,698,22/04/1982,188,FW,FWD,Forward,Spain,724,ESP,ES,3605,right,Jorge Molina,null
Kenya,404,KEN,KE,75,Divock,,Okoth Origi,2451,18/04/1995,185,FW,FWD,Forward,Belgium,56,BEL,BE,134708,right,D. Origi,null
Spain,724,ESP,ES,82,Iv\u00e1n,,Ramis Barrios,701,25/10/1984,188,DF,DEF,Defender,Spain,724,ESP,ES,3642,right,Ramis,null
Spain,724,ESP,ES,82,Pedro,,Bigas Rigo,714,15/09/1990,181,DF,DEF,Defender,Spain,724,ESP,ES,3644,left,Bigas,null
Spain,724,ESP,ES,77,Gonzalo,,Castro Iriz\u00e1bal,683,14/09/1984,178,MD,MID,Midfielder,Uruguay,858,URY,UY,3645,left,Chory Castro,null
Spain,724,ESP,ES,75,Tom\u00e1s,,Pina Isla,696,14/10/1987,185,MD,MID,Midfielder,Spain,724,ESP,ES,3650,right,Tom\u00e1s Pina,null
Spain,724,ESP,ES,86,Antonio Miguel,,Ram\u00edrez Mart\u00ednez,687,23/11/1986,191,GK,GKP,Goalkeeper,Spain,724,ESP,ES,3663,right,To\u00f1o,null
Spain,724,ESP,ES,72,Alberto,,De La Bella Madure\u00f1o,687,02/12/1985,179,DF,DEF,Defender,Spain,724,ESP,ES,3667,left,De La Bella,null
Spain,724,ESP,ES,79,\u00cd\u00f1igo,,Mart\u00ednez Berridi,678,17/05/1991,182,DF,DEF,Defender,Spain,724,ESP,ES,3671,left,\u00cd\u00f1igo Mart\u00ednez,null
Spain,724,ESP,ES,79,Carlos,,Mart\u00ednez D\u00edez,687,09/04/1986,189,DF,DEF,Defender,Spain,724,ESP,ES,3672,right,Carlos Mart\u00ednez,null
Spain,724,ESP,ES,75,Asier,,Illarramendi Andonegi,687,08/03/1990,179,MD,MID,Midfielder,Spain,724,ESP,ES,3676,right,Illarramendi,null
Spain,724,ESP,ES,69,Rub\u00e9n,,Pardo Guti\u00e9rrez,687,22/10/1992,181,MD,MID,Midfielder,Spain,724,ESP,ES,3677,right,Rub\u00e9n Pardo,null
Spain,724,ESP,ES,76,Xabier,,Prieto Argarate,,29/08/1983,187,MD,MID,Midfielder,Spain,724,ESP,ES,3678,right,Xabi Prieto,null
Spain,724,ESP,ES,79,David,,Zurutuza Veillet,687,19/07/1986,186,MD,MID,Midfielder,France,250,FRA,FR,3680,right,Zurutuza,null
Spain,724,ESP,ES,78,Imanol,,Agirretxe Arruti,687,24/02/1987,187,FW,FWD,Forward,Spain,724,ESP,ES,3681,right,Agirretxe,null
France,250,FRA,FR,71,Antoine,,Griezmann,679,21/03/1991,175,FW,FWD,Forward,France,250,FRA,FR,3682,left,A. Griezmann,4418
Spain,724,ESP,ES,77,Carlos Alberto,,Vela Garrido,62148,01/03/1989,177,FW,FWD,Forward,Mexico,484,MEX,MX,3685,left,C. Vela,15473
Spain,724,ESP,ES,84,Bernardo Jos\u00e9,,Espinosa Z\u00fa\u00f1iga,756,11/07/1989,192,DF,DEF,Defender,Colombia,170,COL,CO,3692,right,Bernardo Espinosa,null
Spain,724,ESP,ES,75,\u00c1lvaro,,Gonz\u00e1lez Sober\u00f3n,682,08/01/1990,183,DF,DEF,Defender,Spain,724,ESP,ES,3695,right,\u00c1lvaro Gonz\u00e1lez,null
Spain,724,ESP,ES,71,Yannick,,Ferreira Carrasco,9192,04/09/1993,180,FW,FWD,Forward,Belgium,56,BEL,BE,134769,right,Y. Carrasco,5629
France,250,FRA,FR,77,Papakouli,,Diop,701,19/03/1986,179,MD,MID,Midfielder,Senegal,686,SEN,SN,3704,right,P. Diop,null
Spain,724,ESP,ES,77,Adri\u00e1n ,,Gonz\u00e1lez Morales,683,25/05/1988,183,MD,MID,Midfielder,Spain,724,ESP,ES,3705,left,Adri\u00e1n,null
Spain,724,ESP,ES,66,Jairo,,Samperio Bustara,714,11/07/1993,173,MD,MID,Midfielder,Spain,724,ESP,ES,3708,right,Jairo Samperio,null
Senegal,686,SEN,SN,76,Khouma,,El Hadji Babacar,3315,17/03/1993,185,FW,FWD,Forward,Senegal,686,SEN,SN,3710,right,K. Babacar,null
Italy,380,ITA,IT,72,Cristhian Ricardo,,Stuani Curbelo,756,12/10/1986,184,FW,FWD,Forward,Uruguay,858,URY,UY,3714,right,C. Stuani,15670
Spain,724,ESP,ES,93,Roberto,,Jim\u00e9nez Gago,683,10/02/1986,192,GK,GKP,Goalkeeper,Spain,724,ESP,ES,3719,right,Roberto,null
Serbia,688,SRB,RS,75,Nemanja,,Maksimovi\u0107,674,26/01/1995,184,MD,MID,Midfielder,Serbia,688,SRB,RS,265864,right,N. Maksimovi\u0107,null
Serbia,688,SRB,RS,80,Sergej,,Milinkovi\u0107-Savi\u0107,3162,27/02/1995,192,MD,MID,Midfielder,Spain,724,ESP,ES,265865,right,S. Milinkovi\u0107-Savi\u0107,17322
Portugal,620,PRT,PT,77,Hernani,,Azevedo J\u00fanior,3782,27/03/1994,188,MD,MID,Midfielder,Brazil,76,BRA,BR,134797,right,Hernani,null
Spain,724,ESP,ES,70,Juan Carlos,,P\u00e9rez L\u00f3pez,683,30/03/1990,179,DF,DEF,Defender,Spain,724,ESP,ES,3735,left,Juankar,null
Italy,380,ITA,IT,68,Franco,,Zuculini,3194,05/09/1990,176,MD,MID,Midfielder,Argentina,32,ARG,AR,3736,right,F. Zuculini,null
Spain,724,ESP,ES,75,Mikel,,Balenziaga Oruesagasti,678,29/02/1988,177,DF,DEF,Defender,Spain,724,ESP,ES,3750,left,Balenziaga,null
Spain,724,ESP,ES,67,Alberto ,,Bueno Calvo,683,20/03/1988,179,FW,FWD,Forward,Spain,724,ESP,ES,3779,right,Bueno,null
Spain,724,ESP,ES,84,Francisco,,Casilla Cort\u00e9s,675,02/10/1986,191,GK,GKP,Goalkeeper,Spain,724,ESP,ES,3785,right,Kiko Casilla,null
